index,overall,Date,Year,reviewText,title,brand,Cleaned Reviews,Vader Sentiment,Vader Analysis,Happy,Angry,Surprise,Sad,Fear,emotion
65,5.0,2015-08-25,2015,"Not gonna lie, I am a fan of Jenna's so I was excited to receive this today and it didn't disappoint. The bottle is this beautiful red and gold with heart charms that are attached to the perfume bottle lid. It has an sexy and confident mix of floral and musky scents that most women would love and it doesn't over power the senses like some perfumes do when you first put them on. My only problem with Heartbreaker is not knowing which occasion to wear it because it smells good enough for pretty much all of them.

*I received this at a discounted price for my 100% honest review.",Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,Not gonna lie I am a fan of Jenna s so I was excited to receive this today and it didn t disappoint The bottle is this beautiful red and gold with heart charms that are attached to the perfume bottle lid It has an sexy and confident mix of floral and musky scents that most women would love and it doesn t over power the senses like some perfumes do when you first put them on My only problem with Heartbreaker is not knowing which occasion to wear it because it smells good enough for pretty much all of them I received this at a discounted price for my honest review ,0.9849,Positive,0.26,0.11,0.11,0.32,0.21,Sad
66,5.0,2015-08-23,2015,"First American Brands Heartbreaker Fragrance By Jenna Jameson, Eau De Parfum Spray 50ml, 1.7-Fluid Ounce.  Hi Everyone, I wanna tell you smells AWESOME, I am not one to buy a perfume over the internet that I am not familiar with, but I was willing to take a chance with this, I mean come  on Jenna Jameson, I thought hmmm no way I could go wrong, right.  Ok about the perfume, comes in a VERY SEXY red bottle, and the heart charm on there you see in the pics, that IS NOT PLASTIC, it is a heavy duty SILVER CHARM, very nice touch, if your girly your gonna love this, now if I had to compare it and LUCKILY I am familiar with it, is Avon's Imari the maroon bottle, to me it is very similar to that one.  I put this on as soon as it came in the mail, yes I was excited, and it lasted all day, when I got in bed under the blanket and got cozy I could still smell it on my wrist, so that was nice to see is that it did not wear off even after several hours, oh and it is a FULL SIZE not a tiny sample.  I was invited to purchase this at a promo price in return for a full honest review, I would definitely recommend this to all friends and family, and tell my guy friend to check it out for their Ladies :) If you like Imari you will like this, I love them both <3, And yes I am putting it on my repurchase list here on Amazon.  I will insert a product link here: http://www.amazon.com/gp/product/B01167G0H2?redirect=true&ref_=cm_cr_ryp_prd_ttl_sol_0, Thank You very much for taking your time to read my review and I hope you can find this info helpful.",Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,First American Brands Heartbreaker Fragrance By Jenna Jameson Eau De Parfum Spray ml Fluid Ounce Hi Everyone I wanna tell you smells AWESOME I am not one to buy a perfume over the internet that I am not familiar with but I was willing to take a chance with this I mean come on Jenna Jameson I thought hmmm no way I could go wrong right Ok about the perfume comes in a VERY SEXY red bottle and the heart charm on there you see in the pics that IS NOT PLASTIC it is a heavy duty SILVER CHARM very nice touch if your girly your gonna love this now if I had to compare it and LUCKILY I am familiar with it is Avon s Imari the maroon bottle to me it is very similar to that one I put this on as soon as it came in the mail yes I was excited and it lasted all day when I got in bed under the blanket and got cozy I could still smell it on my wrist so that was nice to see is that it did not wear off even after several hours oh and it is a FULL SIZE not a tiny sample I was invited to purchase this at a promo price in return for a full honest review I would definitely recommend this to all friends and family and tell my guy friend to check it out for their Ladies If you like Imari you will like this I love them both And yes I am putting it on my repurchase list here on Amazon I will insert a product link here http www amazon com gp product B G H redirect true ref cm cr ryp prd ttl sol Thank You very much for taking your time to read my review and I hope you can find this info helpful ,0.9985,Positive,0.33,0.03,0.09,0.27,0.27,Happy
67,5.0,2015-08-22,2015,"I received this at a discounted price  in exchange for my honest review.  I received this today and I'M IN LOVE! Hubby loves it too! It's a light sensual scent. I sprayed behind my ears and on my wrists (pulse points)  close to five hours ago and I can still smell the sweet scent. I've just found me new favorite scent. The bottle alone is extra beautiful. The name says it all, Heart Breaker! I highly recommend for those that like a light sensual scent that lasts.",Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,I received this at a discounted price in exchange for my honest review I received this today and I M IN LOVE Hubby loves it too It s a light sensual scent I sprayed behind my ears and on my wrists pulse points close to five hours ago and I can still smell the sweet scent I ve just found me new favorite scent The bottle alone is extra beautiful The name says it all Heart Breaker I highly recommend for those that like a light sensual scent that lasts ,0.9803,Positive,0.38,0.0,0.23,0.15,0.23,Happy
68,5.0,2015-08-21,2015,I love the smell of this perfume its one of my favorite in my collection. I have got stopped by many people in just the 2 days I have wore it and they have asked me what I am wearing. I am so happy that I purchased this amazing perfume. I will be purchasing this again real soon. I was able to purchase this at a discounted price for my honest and unbiased review,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,I love the smell of this perfume its one of my favorite in my collection I have got stopped by many people in just the days I have wore it and they have asked me what I am wearing I am so happy that I purchased this amazing perfume I will be purchasing this again real soon I was able to purchase this at a discounted price for my honest and unbiased review,0.9635,Positive,0.33,0.0,0.08,0.08,0.5,Fear
69,5.0,2015-08-21,2015,Not a new school smell but still smells great!!! My hubby loves it on me. Even though I got this in exchange for a review my answer is honest.,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,Not a new school smell but still smells great My hubby loves it on me Even though I got this in exchange for a review my answer is honest ,0.9585,Positive,0.5,0.0,0.0,0.0,0.5,Happy
70,4.0,2015-08-20,2015,"I came home to find this beautiful bottle of perfume, it comes in a ruby red package, a ruby red bottle with cute heavy silver toned heart charms..  It's not too sweet, it's kind of fruity but not exaggerated. It's a nice, flirty, sophisticated, mature smell.  It's long lasting and not overpowering. Definitely something I would wear on a date night with my husband. I was really surprised because I didn't think it was smell so nice.. I am so happy with my purchase.
I received this product at a discounted price in exchange for a honest review",Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,I came home to find this beautiful bottle of perfume it comes in a ruby red package a ruby red bottle with cute heavy silver toned heart charms It s not too sweet it s kind of fruity but not exaggerated It s a nice flirty sophisticated mature smell It s long lasting and not overpowering Definitely something I would wear on a date night with my husband I was really surprised because I didn t think it was smell so nice I am so happy with my purchase I received this product at a discounted price in exchange for a honest review,0.9758,Positive,0.33,0.1,0.1,0.14,0.33,Happy
71,5.0,2015-08-03,2015,"Just received all 7 of my parfums today, each one is delicious, love how they all  smell. This one really do rock. ",Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,Just received all of my parfums today each one is delicious love how they all smell This one really do rock ,0.836,Positive,0.33,0.0,0.33,0.0,0.33,Happy
72,5.0,2015-07-23,2015,"I ordered this on the recommendation of someone else, and I have no regrets! First and foremost, the bottle is stunning! I love the red, and the charm is adorable! Tho, I had to take them off because it's hard to spray with them on. It smells warm and sexy with a musky scent and a bit of a cinnamon undertone.  It is long lasting, and not overpowering. I love that it has a bit of a strong smell that lasts, but not one that is so strong that it gives me a headache. I'm very particular about fragrances, and this one is one I will purchase again!",Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,I ordered this on the recommendation of someone else and I have no regrets First and foremost the bottle is stunning I love the red and the charm is adorable Tho I had to take them off because it s hard to spray with them on It smells warm and sexy with a musky scent and a bit of a cinnamon undertone It is long lasting and not overpowering I love that it has a bit of a strong smell that lasts but not one that is so strong that it gives me a headache I m very particular about fragrances and this one is one I will purchase again ,0.9503,Positive,0.38,0.12,0.12,0.0,0.38,Happy
74,5.0,2015-06-03,2015,"I love this perfume!!! I couldn't believe my eyes when I saw it was on sale for $7!!! From $50 to $7, I had to rack up!!! I only bought 4 boxes though and now I see they've sold out '''''",Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,I love this perfume I couldn t believe my eyes when I saw it was on sale for From to I had to rack up I only bought boxes though and now I see they ve sold out ,0.7482,Positive,0.5,0.0,0.0,0.0,0.5,Happy
76,5.0,2015-05-18,2015,Very nice scent. My sister really like this perfume on mother s day.,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,Very nice scent My sister really like this perfume on mother s day ,0.7083,Positive,1.0,0.0,0.0,0.0,0.0,Happy
77,5.0,2015-05-15,2015,Awesome! I bought this as a gift for a picky person and she loved it!,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,Awesome I bought this as a gift for a picky person and she loved it ,0.9097,Positive,0.5,0.0,0.5,0.0,0.0,Happy
78,5.0,2015-05-03,2015,Smells sexy and provocative.,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,Smells sexy and provocative ,0.5267,Positive,0.0,0.0,0.0,0.0,1.0,Fear
